element,sp_num,nm
V,2,451.7342
V,2,451.83798
V,4,451.858
V,1,452.016
V,1,452.2179
V,1,452.42082
V,1,452.51527
V,1,452.79774
V,1,452.8297
V,2,452.8483
V,2,452.906
V,1,452.92852
V,1,452.95815
V,1,453.0663
V,1,453.07786
V,2,453.2164
V,1,453.39147
V,2,453.4808
V,2,453.5191
V,1,453.5583
V,1,453.76607
V,2,453.8613
V,1,454.00068
V,1,454.1417
V,1,454.53925
V,1,454.6428
V,1,454.9034
V,1,454.9034
V,1,454.9497
V,1,454.96428
V,1,455.18419
V,1,455.30507
V,1,455.3201
V,1,455.5365
V,2,455.6735
V,2,455.8442
V,1,455.9712
V,1,456.07112
V,2,456.45779
V,2,456.5119
V,1,456.5547
V,4,456.563
V,1,456.5835
V,1,456.7279
V,1,457.0046
V,1,457.0421
V,1,457.17839
V,1,457.71738
V,1,457.76381
V,2,457.8415
V,1,457.87287
V,1,457.91885
V,1,458.03968
V,1,458.0645
V,1,458.122
V,1,458.37802
V,1,458.5973
V,1,458.63661
V,1,458.8768
V,2,459.0489
V,1,459.11238
V,1,459.12233
V,1,459.41156
V,1,459.6227
V,2,459.6354
V,1,459.9278
V,2,460.0171
V,1,460.2954
V,1,460.4199
V,2,460.5335
V,1,460.61471
V,1,460.72066
V,1,460.795
V,4,460.815
V,1,460.9643
V,1,460.9643
V,1,461.0919
V,1,461.17324
V,1,461.261
V,1,461.3907
V,4,461.657
V,1,461.6858
V,1,461.7818
V,2,461.8521
V,1,461.8795
V,1,461.97769
V,1,462.0257
V,1,462.0257
V,1,462.1245
V,2,462.1936
V,1,462.2212
V,1,462.4404
V,1,462.4404
V,1,462.4646
V,1,462.64873
V,2,462.7483
V,1,462.789
V,1,462.815
V,1,462.93283
V,1,463.0036
V,1,463.0646
V,2,463.4201
V,1,463.51739
V,1,464.0063
V,1,464.0312
V,1,464.07345
V,4,464.3985
V,1,464.39914
V,1,464.4051
V,1,464.5973
V,1,464.63935
V,1,464.7869
V,1,464.8887
V,1,465.2932
V,1,465.4651
V,1,465.5251
V,1,465.655
V,1,465.6962
V,2,465.6965
V,1,465.7077
V,1,465.7772
V,1,466.2411
V,1,466.6132
V,1,466.93022
V,1,466.9558
V,2,466.9711
V,1,467.0257
V,1,467.0482
V,1,467.366
V,1,467.3819
V,1,467.7593
V,1,467.9282
V,1,467.9476
V,1,467.9767
V,1,468.08866
V,1,468.2624
V,1,468.2757
V,1,468.3682
V,1,468.44472
V,1,468.69168
V,1,468.8028
V,1,469.026
V,1,469.7508
V,1,469.9318
V,1,470.508
V,1,470.5578
V,1,470.6068
V,1,470.61626
V,1,470.65645
V,1,470.6728
V,1,470.74364
V,1,470.8195
V,1,470.96979
V,1,471.05515
V,1,471.313
V,1,471.3428
V,1,471.3428
V,1,471.3768
V,1,471.41104
V,3,471.489
V,1,471.5292
V,1,471.54215
V,1,471.5742
V,1,471.58911
V,1,471.61717
V,1,471.6635
V,1,471.7686
V,1,471.8744
V,1,471.89
V,1,472.0388
V,1,472.12489
V,1,472.1512
V,1,472.28679
V,1,472.3422
V,1,472.6361
V,1,472.8031
V,1,472.8634
V,1,472.95351
V,1,472.983
V,1,473.03852
V,1,473.0613
V,1,473.1253
V,1,473.1543
V,1,473.1918
V,1,473.5821
V,2,473.7566
V,1,473.7734
V,1,473.8204
V,1,473.8204
V,1,473.8314
V,1,473.911
V,1,473.95751
V,1,473.961
V,1,474.1366
V,1,474.26206
V,1,474.3145
V,2,474.3509
V,1,474.6622
V,1,474.7099
V,1,474.8508
V,1,474.8794
V,1,474.911
V,1,475.0977
V,1,475.1123
V,1,475.1273
V,1,475.15661
V,1,475.1842
V,1,475.3931
V,1,475.6375
V,1,475.7346
V,1,475.74736
V,1,475.875
V,1,475.9024
V,1,475.935
V,1,476.2749
V,1,476.4013
V,1,476.5228
V,1,476.55
V,1,476.5662
V,1,476.6551
V,1,476.6551
V,1,476.66245
V,5,476.9064
V,1,477.2582
V,1,477.3068
V,1,477.451
V,1,477.484
V,2,477.5093
V,1,477.6051
V,1,477.63579
V,1,477.651
V,1,477.84
V,2,477.9222
V,2,478.0314
V,5,478.0787
V,1,478.134
V,1,478.4469
V,1,478.64995
V,1,479.2934
V,1,479.3575
V,1,479.5098
V,1,479.6041
V,1,479.69076
V,1,479.796
V,1,479.9006
V,1,479.9313
V,1,479.97766
V,1,480.0497
V,4,480.154
V,1,480.304
V,1,480.75237
V,1,480.8652
V,2,481.0144
V,2,481.1109
V,2,481.2982
V,2,481.3939
V,1,481.90339
V,2,482.2813
V,2,482.2813
V,2,482.3354
V,1,482.343
V,1,482.74524
V,2,482.8248
V,1,482.8805
V,4,482.899
V,1,483.0683
V,1,483.1646
V,1,483.24241
V,1,483.3016
V,1,483.3802
V,2,483.9076
V,4,484.126
V,2,484.1875
V,2,484.2492
V,1,484.3
V,4,484.521
V,1,484.6607
V,1,484.88084
V,1,484.8915
V,1,484.8915
V,1,484.9265
V,1,485.14903
V,1,485.1963
V,4,485.505
V,1,485.5367
V,1,485.65507
V,1,485.7057
V,1,485.9115
V,1,486.261
V,1,486.47297
V,1,486.48345
V,1,487.0142
V,1,487.1255
V,1,487.2955
V,2,487.4781
V,1,487.54855
V,2,487.5492
V,1,487.722
V,1,488.05474
V,2,488.1088
V,1,488.15565
V,1,488.2167
V,1,488.3159
V,2,488.3399
V,2,488.4039
V,5,488.5299
V,5,488.5299
V,5,488.5299
V,1,488.5644
V,4,488.636
V,1,488.6807
V,1,489.0073
V,1,489.0073
V,1,489.1221
V,4,489.152
V,1,489.1578
V,1,489.272
V,2,489.5083
V,1,489.6359
V,1,489.6497
V,1,489.7858
V,1,489.8441
V,4,489.956
V,1,490.0007
V,2,490.0408
V,1,490.0421
V,1,490.06261
V,1,490.42976
V,1,490.44348
V,1,490.4959
V,4,490.628
V,1,490.6856
V,1,490.8694
V,1,490.918
V,1,491.067
V,4,491.3083
V,1,491.3099
V,1,491.3975
V,1,491.6251
V,4,491.694
V,1,491.898
V,1,492.0434
V,1,492.2354
V,1,492.377
V,1,492.3878
V,1,492.56567
V,1,492.7736
V,1,492.782
V,5,493.0533
V,5,493.0533
V,5,493.0533
V,1,493.20323
V,1,493.3597
V,1,493.51
V,1,494.2802
V,1,494.4423
V,1,494.5
V,1,494.5
V,2,494.7556
V,2,495.2989
V,4,495.4408
V,1,495.765
V,2,496.372
V,2,496.5389
V,1,496.611
V,2,496.8487
V,4,497.0348
V,4,497.1941
V,2,497.313
V,5,497.68
V,5,497.68
V,5,497.68
V,2,498.222
V,1,498.4544
V,4,498.5653
V,1,500.23228
V,1,500.562
V,1,500.639
V,1,501.0023
V,2,501.3232
V,1,501.4624
V,2,501.66
V,2,501.9857
V,1,502.01884
V,1,502.4178
V,2,502.829
V,1,503.2951
V,2,503.53
V,4,503.546
V,1,504.351
V,2,504.5838
V,1,504.6839
V,1,504.7244
V,2,504.7296
V,2,504.891
V,1,505.16
V,1,505.3945
V,1,506.0243
V,1,506.1921
V,1,506.4114
V,1,507.0638
V,1,507.18653
V,1,507.3204
V,4,507.49
V,1,507.5662
V,5,507.9413
V,5,508
V,5,508
V,2,508.1819
V,1,508.6836
V,2,509.2638
V,2,510.2738
V,1,510.5147
V,2,510.6222
V,2,511.5227
V,1,512.8509
V,1,513.0518
V,4,513.078
V,1,513.7599
V,1,513.8406
V,1,513.953
V,4,514.6502
V,1,514.8413
V,1,514.87
V,2,515.1842
V,1,515.34587
V,1,515.7008
V,2,515.7265
V,1,515.9323
V,1,516.4865
V,1,516.4865
V,1,516.6154
V,1,516.6781
V,1,516.9055
V,1,516.9923
V,1,517.2088
V,1,517.4518
V,4,517.595
V,1,517.6479
V,1,517.67657
V,1,517.8522
V,1,517.907
V,1,517.98
V,1,518.0719
V,1,518.2798
V,1,518.8849
V,1,519.0682
V,1,519.0682
V,2,519.1613
V,1,519.1992
V,1,519.2984
V,1,519.3591
V,1,519.4778
V,1,519.4778
V,1,519.4874
V,1,519.5358
V,2,519.9653
V,1,520.0329
V,2,520.2893
V,1,520.6585
V,1,520.7662
V,1,521.224
V,1,521.3647
V,2,521.5907
V,1,521.6568
V,4,522.293
V,1,522.364
V,1,522.5725
V,1,522.7561
V,2,522.7683
V,4,522.789
V,1,523.3692
V,1,523.3811
V,1,523.4072
V,1,523.5395
V,1,523.5395
V,1,524.0161
V,1,524.08636
V,2,524.1151
V,1,524.4216
V,1,524.6942
V,1,524.859
V,2,524.923
V,1,525.6191
V,1,525.8142
V,1,526.0338
V,1,526.094
V,4,526.2164
V,2,526.3969
V,1,526.4322
V,1,526.612
V,4,526.7045
V,1,526.7611
V,1,527.0393
V,1,527.1027
V,1,527.2658
V,1,527.3627
V,2,527.5559
V,1,527.5663
V,2,527.9979
V,1,528.0419
V,1,528.1886
V,1,528.248
V,1,528.764
V,2,528.8284
V,1,529.029
V,1,529.1705
V,1,529.2762
V,1,529.404
V,5,529.4115
V,1,530.05944
V,1,530.1082
V,1,530.2147
V,1,530.2147
V,2,530.3238
V,4,531.077
V,2,531.3426
V,1,531.446
V,1,531.522
V,1,531.6867
V,1,531.9043
V,2,532.2786
V,1,532.8804
V,1,532.9284
V,1,532.9448
V,1,533.0416
V,2,533.2608
V,1,533.431
V,1,533.5563
V,1,533.8607
V,2,534.1198
V,2,534.9728
V,2,535.0338
V,4,535.232
V,4,535.309
V,1,535.34118
V,5,535.607
V,2,535.7338
V,1,536.026
V,1,536.1691
V,1,536.3547
V,5,536.675
V,1,537.2627
V,1,537.36699
V,2,537.7148
V,1,538.3413
V,2,538.4863
V,1,538.5132
V,4,538.721
V,1,538.8286
V,1,539.2798
V,1,539.3265
V,2,539.3829
V,1,539.7843
V,1,539.8907
V,1,540.1922
V,2,541.0859
V,1,541.5251
V,1,541.8083
V,1,542.1643
V,1,542.406
V,1,542.4282
V,1,542.9466
V,2,543.2068
V,1,543.7657
V,2,543.9268
V,5,544.2704
V,1,544.3216
V,1,544.586
V,1,545.068
V,1,545.4789
V,2,545.7093
V,1,545.8123
V,1,546.7794
V,1,547.3602
V,1,547.44724
V,2,548.0616
V,2,548.1169
V,1,548.2452
V,2,548.6981
V,1,548.7225
V,1,548.7913
V,1,548.9948
V,1,549.1565
V,2,549.4326
V,1,549.5651
V,1,549.6009
V,1,549.62065
V,4,549.667
V,1,549.6828
V,1,550.082
V,2,550.2117
V,1,550.4861
V,1,550.5861
V,1,550.6633
V,1,550.7763
V,1,550.861
V,4,550.919
V,1,551.1176
V,1,551.5065
V,1,551.5331
V,1,551.681
V,1,551.7199
V,4,552.063
V,2,552.1422
V,2,552.668
V,1,552.7622
V,2,552.952
V,2,553.0111
V,1,553.3825
V,1,553.5344
V,1,554.2716
V,1,554.489
V,1,554.5926
V,2,554.6753
V,2,554.6753
V,1,554.7056
V,1,554.8142
V,2,555.1286
V,1,555.745
V,1,555.8753
V,1,555.8753
V,2,556.0324
V,1,556.0543
V,1,556.166
V,1,556.2006
V,2,556.4995
V,1,556.593
V,2,556.9646
V,2,557.1166
V,1,557.401
V,2,557.411
V,2,557.5756
V,2,557.5756
V,1,557.651
V,1,557.84
V,1,558.2622
V,2,558.2876
V,1,558.43046
V,1,558.4497
V,1,558.474
V,2,558.5174
V,1,558.5989
V,1,558.6082
V,2,558.6848
V,1,558.849
V,1,558.96978
V,2,559.0659
V,1,559.2415
V,1,559.2959
V,2,559.7429
V,1,559.782
V,1,560.1383
V,2,560.3829
V,1,560.4197
V,1,560.4628
V,1,560.4935
V,1,560.5414
V,1,560.5636
V,2,560.6395
V,2,560.846
V,2,560.8676
V,4,560.871
V,2,560.909
V,1,561.02
V,2,561.2865
V,2,561.2865
V,1,561.666
V,2,561.87
V,1,561.95104
V,2,561.9655
V,1,562.045
V,1,562.2077
V,1,562.4198
V,1,562.4606
V,1,562.4873
V,2,562.4923
V,1,562.6017
V,1,562.763
V,2,562.9311
V,2,562.9506
V,1,563.2456
V,2,563.2678
V,1,563.39
V,2,563.4522
V,1,563.5505
V,2,563.5982
V,2,563.6868
V,2,563.6868
V,2,563.7322
V,2,563.8374
V,2,564.0192
V,1,564.1434
V,2,564.2003
V,1,564.336
V,2,564.3923
V,2,564.4311
V,2,564.5108
V,1,564.6108
V,2,564.9763
V,2,564.9893
V,2,565.0093
V,2,565.0649
V,2,565.115
V,1,565.15
V,1,565.2009
V,1,565.2009
V,1,565.203
V,2,565.5543
V,2,565.6258
V,1,565.629
V,1,565.6881
V,1,565.7441
V,1,565.84
V,2,565.9523
V,2,566.1874
V,2,566.1874
V,2,566.3004
V,2,566.3631
V,2,566.8065
V,1,566.8363
V,2,567.0163
V,1,567.0848
V,2,567.1786
V,2,568.1673
V,2,568.2253
V,1,568.3214
V,1,568.366
V,2,568.3763
V,2,568.4723
V,2,568.4943
V,2,568.5224
V,2,568.5526
V,1,568.776
V,2,568.8604
V,1,569.113
V,2,569.7204
V,1,569.8519
V,2,569.9644
V,2,570.1084
V,2,570.2904
V,1,570.3575
V,1,570.6983
V,1,570.7793
V,1,570.8952
V,4,571.01
V,2,571.2183
V,2,571.2713
V,1,571.35729
V,1,571.358
V,2,571.5523
V,1,571.6236
V,2,571.8663
V,2,571.9913
V,1,572.058
V,2,572.2673
V,2,572.3443
V,2,572.4323
V,2,572.5013
V,1,572.5312
V,2,572.5313
V,1,572.564
V,2,572.6573
V,1,572.7045
V,1,572.7655
V,1,572.989
V,2,573.1113
V,1,573.1249
V,1,573.3096
V,1,573.3332
V,2,573.3623
V,1,573.4014
V,2,573.5406
V,1,573.7063
V,2,573.9743
V,2,574.1479
V,2,574.3252
V,1,574.3437
V,2,574.4765
V,2,574.5542
V,2,574.5948
V,1,574.7171
V,1,574.7705
V,1,574.841
V,1,574.8727
V,1,574.8727
V,1,574.8892
V,2,574.9206
V,2,574.9703
V,2,575.0252
V,1,575.064
V,1,575.2742
V,2,575.3742
V,2,575.4266
V,2,575.4972
V,1,575.5164
V,2,575.6852
V,2,575.8332
V,2,575.8932
V,2,575.9132
V,2,575.9752
V,1,576.141
V,2,576.1772
V,2,576.1772
V,2,576.3222
V,2,576.472
V,2,576.6554
V,2,576.8762
V,2,576.9092
V,1,577.002
V,1,577.0525
V,2,577.1182
V,1,577.2411
V,2,577.373
V,1,577.6454
V,1,577.6691
V,2,577.8141
V,1,578.2601
V,1,578.2601
V,1,578.2601
V,1,578.2839
V,2,578.3117
V,1,578.349
V,1,578.4375
V,1,578.6141
V,1,578.8582
V,2,578.9911
V,2,579.0356
V,1,579.053
V,2,579.1484
V,1,579.28331
V,2,579.352
V,2,579.4474
V,1,579.7297
V,1,579.79878
V,2,579.865
V,1,579.891
V,1,579.9844
V,2,580.1899
V,2,580.4151
V,1,580.7099
V,2,580.796
V,2,581.457
V,1,581.4784
V,2,581.6476
V,2,581.6476
V,1,581.7079
V,1,581.7491
V,2,581.933
V,2,581.993
V,2,582.074
V,1,582.3016
V,2,582.451
V,1,582.659
V,2,582.9225
V,1,583.0674
V,2,583.535
V,2,583.719
V,1,583.9017
V,1,583.936
V,2,584.2459
V,1,584.52695
V,2,584.5326
V,2,584.5326
V,1,584.6252
V,1,585.0303
V,2,585.1403
V,1,585.375
V,2,585.4262
V,1,585.549
V,2,585.6614
V,2,585.6825
V,1,585.7911
V,2,586.0257
V,2,586.2779
V,1,586.316
V,2,587.0339
V,1,587.30514
V,1,587.9365
V,2,589.487
V,2,589.7528
V,2,589.8458
V,2,590.0992
V,2,590.2178
V,2,590.5418
V,2,591.4268
V,2,591.4603
V,2,591.6342
V,2,592.1707
V,1,592.457
V,2,592.7787
V,2,592.8857
V,4,594.012
V,2,595.1427
V,2,595.5267
V,1,596.5476
V,2,596.7776
V,2,597.4446
V,1,597.5336
V,1,597.891
V,1,598.0781
V,2,598.3429
V,1,598.46
V,2,599.0056
V,2,599.4683
V,1,600.2303
V,1,600.2625
V,1,600.865
V,1,601.6119
V,1,601.79
V,5,602.0741
V,1,602.1748
V,1,602.4174
V,1,602.5398
V,2,602.6807
V,2,602.7205
V,2,602.8255
V,2,602.8958
V,2,603.1054
V,1,603.9726
V,2,604.1835
V,1,604.864
V,2,605.0624
V,1,605.4477
V,1,605.8143
V,1,606.33882
V,5,606.662
V,1,606.7247
V,1,607.7376
V,2,608.0101
V,1,608.1441
V,1,608.2802
V,2,608.381
V,2,608.6916
V,1,608.7493
V,2,608.9127
V,1,608.947
V,1,609.0209
V,1,609.052
V,1,609.3875
V,2,609.5945
V,1,609.7458
V,1,610.4653
V,1,610.6974
V,1,611.0209
V,1,611.1651
V,1,611.30248
V,1,611.9528
V,2,612.0963
V,1,612.8332
V,1,612.8589
V,2,613.2433
V,2,613.4684
V,1,613.5068
V,1,613.5365
V,5,613.5907
V,1,615.0153
V,1,615.1494
V,1,615.237
V,1,615.776
V,1,617.0357
V,1,617.5577
V,1,617.74359
V,1,617.891
V,1,618.1864
V,5,618.8907
V,1,618.9354
V,1,619.0505
V,1,619.9191
V,1,620.064
V,1,620.064
V,1,620.7293
V,1,621.3865
V,1,621.4748
V,1,621.6364
V,1,621.8299
V,1,621.9853
V,1,622.1218
V,1,622.4504
V,2,622.6287
V,2,622.86
V,1,623.0454
V,1,623.0798
V,1,623.3017
V,1,623.3195
V,2,623.5525
V,1,623.626
V,1,623.8248
V,1,624.0139
V,1,624.2821
V,1,624.3107
V,1,624.3556
V,1,624.5218
V,1,624.754
V,1,625.0771
V,1,625.1822
V,1,625.69
V,1,625.8571
V,1,626.1232
V,1,626.6319
V,1,626.8178
V,1,626.8272
V,1,627.1562
V,1,627.3686
V,1,627.4652
V,1,628.0976
V,1,628.232
V,1,628.516
V,1,628.6896
V,1,628.7463
V,1,629.1889
V,1,629.2218
V,1,629.2824
V,1,629.4489
V,1,629.5102
V,1,629.523
V,1,629.5879
V,1,629.649
V,1,629.8467
V,2,629.8503
V,1,630.1299
V,1,630.20991
V,1,630.4286
V,1,630.65
V,1,630.7816
V,1,630.9697
V,1,631.0701
V,1,631.1477
V,2,631.6001
V,1,631.7271
V,1,632.1185
V,1,632.3747
V,1,632.4645
V,1,632.6839
V,1,633.3627
V,1,633.5081
V,1,633.9082
V,1,634.0135
V,1,634.3955
V,1,634.9473
V,1,635.431
V,1,635.5571
V,1,635.7291
V,1,635.8815
V,1,636.1254
V,1,636.2158
V,1,636.9233
V,2,637.1061
V,1,637.45
V,1,637.9121
V,1,637.9354
V,2,638.0091
V,1,638.4375
V,1,638.5634
V,1,638.5634
V,1,639.3272
V,1,639.8042
V,1,640.5975
V,1,640.6999
V,1,641.1273
V,2,641.3461
V,2,641.3986
V,1,641.7036
V,1,641.873
V,1,642.023
V,1,642.3218
V,1,642.494
V,1,643.0476
V,1,643.1628
V,1,643.3167
V,1,643.5154
V,2,643.686
V,1,643.8089
V,1,644.5134
V,2,644.5707
V,1,644.7841
V,1,644.7841
V,1,645.0957
V,1,645.2344
V,5,646.2734
V,1,646.404
V,1,646.6987
V,1,646.97
V,5,647.83
V,2,647.8901
V,2,647.9192
V,1,648.052
V,2,648.745
V,1,648.8056
V,1,649.068
V,2,649.2202
V,2,649.9481
V,1,650.4166
V,1,650.8749
V,1,651.008
V,2,651.1934
V,1,651.6722
V,2,651.6944
V,2,651.7264
V,2,652.0167
V,2,652.3575
V,1,652.4495
V,2,652.4862
V,2,652.5578
V,2,652.6681
V,2,652.9341
V,1,653.1421
V,2,653.4698
V,2,653.8924
V,5,654.1429
V,1,654.3502
V,2,654.3712
V,2,654.5766
V,2,654.7627
V,2,654.853
V,2,654.9368
V,1,655.0017
V,2,655.3872
V,2,655.3872
V,1,655.8018
V,1,656.00872
V,2,656.073
V,2,656.1929
V,2,656.24
V,1,656.436
V,1,656.5883
V,1,656.8761
V,2,656.9892
V,1,657.8968
V,2,658.1218
V,2,658.5517
V,2,658.9738
V,2,659.0252
V,2,659.3517
V,3,659.72
V,1,660.5974
V,1,660.645
V,1,660.7828
V,1,661.211
V,2,661.5308
V,1,661.91631
V,2,662.3052
V,1,662.3543
V,1,662.4844
V,1,662.5174
V,2,662.6155
V,2,662.8073
V,5,662.8796
V,2,663.0082
V,1,663.3284
V,5,663.5164
V,2,663.694
V,2,664.226
V,1,664.3786
V,2,664.5533
V,2,664.6183
V,2,664.7323
V,2,665.0543
V,2,665.2617
V,2,665.675
V,1,665.7635
V,2,665.8213
V,2,666.0223
V,2,666.074
V,1,666.2389
V,2,666.5193
V,2,666.5193
V,2,666.5703
V,2,667.2853
V,1,667.782
V,2,669.2804
V,1,669.3687
V,2,670.2534
V,1,670.807
V,2,671.1104
V,2,671.5184
V,2,671.8756
V,2,672.984
V,1,673.2037
V,2,674.126
V,2,674.286
V,1,674.396
V,1,674.42
V,2,674.675
V,1,674.8104
V,2,674.8491
V,1,675.301
V,2,675.4917
V,2,675.562
V,2,675.9555
V,1,676.012
V,2,676.586
V,1,676.6508
V,2,677.242
V,2,677.3
V,2,677.484
V,1,677.7313
V,2,678.2997
V,1,678.4999
V,1,678.6343
V,2,678.8756
V,2,679.0811
V,2,679.607
V,2,679.96
V,2,680.1136
V,2,680.4836
V,1,680.8071
V,1,681.24
V,1,681.913
V,2,682.531
V,2,682.604
V,1,682.9942
V,1,683.2439
V,1,683.9579
V,1,684.1878
V,2,684.7647
V,2,686.292
V,1,687.0874
V,1,687.153
V,1,688.3944
V,2,689.1309
V,1,689.4049
V,1,689.572
V,2,690.7589
V,2,690.7589
V,2,691.0299
V,1,691.6065
V,2,691.999
V,1,694.095
V,2,694.619
V,1,697.3158
V,1,697.4521
V,2,697.5433
V,2,697.9179
V,2,698.7152
V,1,699.2398
V,2,700.3463
V,2,700.5193
V,2,700.5193
V,2,700.9638
V,2,701.5491
V,1,702.6048
V,2,703.7825
V,2,703.9407
V,2,704.0835
V,2,704.5915
V,1,704.9184
V,2,705.008
V,1,705.3181
V,2,706.9996
V,1,707.2513
V,1,707.5315
V,2,707.8736
V,2,707.8736
V,2,708.9117
V,2,709.1297
V,1,709.1411
V,2,709.3
V,2,709.6627
V,1,710.7956
V,2,710.826
V,2,711.7088
V,2,713.6109
V,2,714.434
V,1,714.8859
V,2,714.8868
V,2,714.944
V,1,715.136
V,1,715.9882
V,2,716.2805
V,1,716.665
V,2,717.0187
V,2,717.1095
V,2,717.7302
V,1,718.2054
V,1,718.2054
V,2,718.6101
V,1,719.4574
V,2,720.432
V,2,721.194
V,1,721.7179
V,2,722.5912
V,1,722.841
V,1,723.6508
V,1,725.5616
V,1,726.4273
V,2,726.735
V,1,727.7893
V,2,728.792
V,1,729.1904
V,1,730.6744
V,1,731.195
V,1,731.4069
V,1,731.5569
V,1,732.1418
V,1,732.3163
V,1,732.5559
V,1,732.7733
V,1,732.9671
V,2,733.233
V,1,733.8932
V,1,735.1761
V,1,735.6512
V,1,735.8623
V,1,736.1388
V,1,736.2484
V,1,736.3154
V,1,737.493
V,1,738.5938
V,1,738.9135
V,1,739.5159
V,1,739.8644
V,1,744.6708
V,1,748.5899
V,1,748.808
V,1,752.988
V,1,753.5251
V,1,755.2413
V,1,755.4574
V,1,757.3828
V,1,757.8704
V,1,759.1192
V,5,759.5511
V,5,759.5511
V,5,759.5511
V,1,759.6867
V,1,759.83
V,1,760.4937
V,1,760.4937
V,1,761.8676
V,1,762.178
V,1,762.4775
V,1,762.4775
V,1,763.803
V,1,766.2925
V,1,766.8101
V,1,767.5404
V,1,769.4976
V,1,770.1353
V,1,770.4783
V,1,772.3115
V,1,773.0437
V,1,773.6627
V,1,774.5743
V,1,774.5743
V,1,774.9623
V,1,774.9623
V,1,775.6567
V,1,776.604
V,1,776.8819
V,1,776.962
V,1,777.955
V,1,778.3272
V,1,778.781
V,1,779.0613
V,1,780.1791
V,1,780.4507
V,1,782.6874
V,1,785.118
V,1,785.6493
V,1,786.1793
V,1,787.2455
V,1,787.386
V,2,787.389
V,1,787.7148
V,1,787.7148
V,2,788.138
V,1,788.5503
V,1,788.8622
V,1,788.8622
V,1,789.64
V,1,790.0326
V,1,790.506
V,1,791.309
V,1,792.039
V,1,792.4765
V,1,793.1173
V,1,793.294
V,1,793.6263
V,1,793.685
V,1,793.7899
V,1,793.8748
V,1,794.436
V,1,794.4648
V,1,794.7335
V,1,795.8196
V,1,796.9668
V,1,797.3121
V,2,797.475
V,1,799.1115
V,1,799.8024
V,1,800.2021
V,1,800.591
V,1,800.8311
V,1,801.5985
V,1,801.7906
V,1,802.6431
V,1,802.7364
V,1,803.1294
V,1,804.2362
V,1,804.571
V,1,804.714
V,1,804.953
V,1,806.4076
V,1,806.9522
V,1,809.3467
V,1,809.5528
V,1,810.8544
V,1,810.8544
V,1,810.8936
V,1,810.9145
V,1,810.9803
V,1,811.6789
V,1,811.8087
V,1,813.6743
V,1,814.2333
V,1,814.456
V,1,815.4512
V,1,815.5226
V,1,816.1061
V,1,816.889
V,1,817.1307
V,1,818.021
V,1,818.0643
V,1,818.6728
V,1,818.7289
V,1,819.8865
V,1,820.2995
V,1,822.9839
V,1,824.1599
V,1,824.6243
V,1,824.8256
V,1,825.3504
V,1,825.5896
V,1,826.0723
V,1,826.761
V,1,827.2804
V,1,828.0334
V,1,828.2301
W,2,390.08706
W,1,390.125
W,2,390.12866
W,1,390.1826
W,1,390.2672
W,1,390.273
W,1,390.282
W,1,390.3294
W,1,390.3984
W,1,390.489
W,1,390.566
W,2,390.57663
W,1,390.5972
W,1,390.624
W,1,390.709
W,1,390.719
W,2,390.73666
W,1,390.7924
W,2,390.92876
W,1,390.979
W,1,391.128
W,1,391.174
W,1,391.281
W,2,391.35946
W,1,391.416
W,2,391.50226
W,1,391.515
W,2,391.52473
W,2,391.54651
W,1,391.5614
W,1,391.6386
W,1,391.726
W,1,391.7624
W,1,391.8195
W,1,391.8266
W,1,391.8438
W,1,391.8587
W,1,391.9025
W,1,392.0646
W,1,392.2326
W,1,392.2606
W,2,392.26081
W,1,392.2716
W,1,392.4362
W,1,392.4687
W,1,392.5058
W,2,392.56492
W,1,392.6027
W,1,392.635
W,1,392.646
W,1,392.646
W,2,392.83478
W,1,392.9294
W,1,392.9664
W,1,393.0232
W,1,393.0474
W,1,393.096
W,1,393.144
W,2,393.15504
W,1,393.1926
W,1,393.4593
W,1,393.4887
W,1,393.5033
W,1,393.5033
W,1,393.5352
W,2,393.54325
W,1,393.5912
W,1,393.6062
W,1,393.622
W,1,393.6488
W,2,393.6663
W,2,393.67275
W,1,393.6782
W,2,393.68918
W,1,393.6974
W,1,393.7614
W,1,393.773
W,2,393.81006
W,1,393.8777
W,1,393.9434
W,1,393.9684
W,1,393.9894
W,1,394.0415
W,2,394.15034
W,1,394.1824
W,2,394.23246
W,1,394.2338
W,1,394.479
W,1,394.5197
W,2,394.53109
W,1,394.5971
W,1,394.6296
W,1,394.6296
W,1,394.7977
W,2,394.80648
W,1,394.8673
W,1,394.9636
W,1,395.0113
W,2,395.01264
W,1,395.0384
W,2,395.10595
W,1,395.1161
W,1,395.1876
W,1,395.2254
W,1,395.2517
W,1,395.2897
W,1,395.3152
W,1,395.3422
W,1,395.3708
W,1,395.5304
W,2,395.54613
W,2,395.56081
W,1,395.5763
W,1,395.629
W,1,395.7066
W,2,395.71335
W,1,395.7219
W,2,395.7532
W,1,395.8874
W,2,395.94516
W,2,396.08582
W,2,396.11936
W,1,396.1756
W,1,396.2324
W,2,396.25414
W,1,396.3562
W,1,396.3695
W,2,396.41059
W,1,396.4319
W,1,396.4798
W,1,396.4992
W,1,396.5137
W,2,396.54113
W,1,396.5483
W,1,396.5632
W,1,396.5905
W,1,396.621
W,1,396.6754
W,1,396.7175
W,1,396.7392
W,1,396.8171
W,1,396.8502
W,1,396.859
W,1,396.9004
W,1,396.9195
W,1,397.0798
W,1,397.1539
W,1,397.2002
W,2,397.25061
W,1,397.2806
W,1,397.329
